"BioSample.Accession"	"Assembly.Accession"	"Status"	"nuccore_first_chrom"	"Release.Date"	"Modify.Date"	"id"	"title"	"platform"	"instrument_model"	"study_acc"	"organism_ScientificName"	"organism_taxid"	"bioproject"	"runCreateDate"	"runUpdateDate"	"nSRAs"	"run_SRAs"	"run_sizes"	"run_publicities"
"SAMN02603857"	"GCA_000226565.1"	"Complete Genome"	"NC_016041.1"	"2011/09/28"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603858"	"GCA_000418325.1"	"Complete Genome"	"NC_021658.1"	"2013/07/05"	"2017/04/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603859"	"GCA_000400635.2"	"Complete Genome"	"NC_021252.1"	"2013/05/20"	"2017/04/09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603860"	"GCA_000389965.1"	"Complete Genome"	"NC_021191.1"	"2013/05/08"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603861"	"GCA_000231175.1"	"Complete Genome"	"NC_017551.1"	"2011/10/20"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603862"	"GCA_000219705.1"	"Complete Genome"	"NC_015733.1"	"2011/06/30"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603863"	"GCA_000348585.1"	"Complete Genome"	"NC_020800.1"	"2013/03/22"	"2017/06/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603864"	"GCA_000023085.1"	"Complete Genome"	"NC_012984.1"	"2009/07/17"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603865"	"GCA_000214155.1"	"Complete Genome"	"NC_015576.1"	"2011/05/20"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603866"	"GCA_000217835.1"	"Complete Genome"	"NC_015634.1"	"2011/06/10"	"2017/04/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603867"	"GCA_000215995.1"	"Complete Genome"	"NC_015680.1"	"2011/06/07"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603868"	"GCA_000445995.2"	"Complete Genome"	"NC_022080.4"	"2013/08/13"	"2017/04/09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603869"	"GCA_000221645.1"	"Complete Genome"	"NC_017191.1"	"2011/07/27"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603870"	"GCA_000299235.1"	"Complete Genome"	"NC_018649.1"	"2012/09/25"	"2017/04/08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603871"	"GCA_000022805.1"	"Complete Genome"	"NC_017154.1"	"2009/11/04"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603872"	"GCA_000022825.1"	"Complete Genome"	"NC_017160.1"	"2009/11/04"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603873"	"GCA_000022845.1"	"Complete Genome"	"NC_014029.1"	"2010/04/08"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603874"	"GCA_000270525.1"	"Complete Genome"	"NC_018077.1"	"2012/06/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603875"	"GCA_000186745.1"	"Complete Genome"	"NC_014976.1"	"2011/01/25"	"2017/04/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603876"	"GCA_000194765.1"	"Complete Genome"	"NC_017474.1"	"2011/04/01"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603877"	"GCA_000194785.1"	"Complete Genome"	"NC_017473.1"	"2011/04/01"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603878"	"GCA_000226275.1"	"Complete Genome"	"NC_017171.1"	"2011/09/23"	"2017/03/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603879"	"GCA_000240165.1"	"Complete Genome"	"NC_017586.1"	"2011/12/27"	"2018/03/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603880"	"GCA_000245355.1"	"Complete Genome"	"NC_017765.1"	"2012/01/27"	"2018/03/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603881"	"GCA_000340845.1"	"Complete Genome"	"NC_020895.1"	"2013/02/19"	"2018/03/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603882"	"GCA_000189555.1"	"Complete Genome"	"NC_017276.1"	"2011/02/16"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603883"	"GCA_000235565.1"	"Complete Genome"	"NC_017527.1"	"2011/11/16"	"2017/04/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603884"	"GCA_000300045.1"	"Complete Genome"	"NC_018747.1"	"2012/09/28"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603885"	"GCA_000310065.1"	"Complete Genome"	"NC_019395.1"	"2012/11/06"	"2017/09/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603886"	"GCA_000239235.1"	"Complete Genome"	"NC_017351.1"	"2011/12/21"	"2017/03/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603887"	"GCA_000493755.1"	"Complete Genome"	"NC_022648.1"	"2013/10/29"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603888"	"GCA_000020405.1"	"Complete Genome"	"NC_010939.1"	"2008/06/10"	"2018/07/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603889"	"GCA_000021145.1"	"Complete Genome"	"NC_011595.1"	"2008/11/24"	"2017/03/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603890"	"GCA_000447675.1"	"Complete Genome"	"NC_022097.1"	"2013/08/16"	"2017/04/01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603891"	"GCA_000189735.2"	"Complete Genome"	"CP002522.2"	"2011/02/17"	"2014/01/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603892"	"GCA_000204985.1"	"Complete Genome"	"NC_017477.1"	"2011/04/20"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603893"	"GCA_000015385.1"	"Complete Genome"	"NC_010080.1"	"2007/11/15"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603894"	"GCA_000025805.1"	"Complete Genome"	"NC_014103.1"	"2010/04/16"	"2017/06/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603895"	"GCA_000271365.1"	"Complete Genome"	"NC_018080.1"	"2012/06/20"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603896"	"GCA_000148815.2"	"Complete Genome"	"NC_014554.1"	"2010/10/01"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603897"	"GCA_000021605.1"	"Complete Genome"	"NC_012578.1"	"2009/04/20"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603898"	"GCA_000021625.1"	"Complete Genome"	"NC_012582.1"	"2009/04/20"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603899"	"GCA_000015745.1"	"Complete Genome"	"NC_009328.1"	"2007/03/29"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603900"	"GCA_000022345.1"	"Complete Genome"	"NC_012759.1"	"2009/06/04"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603901"	"GCA_000025565.1"	"Complete Genome"	"NC_014121.1"	"2010/04/23"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603902"	"GCA_000233875.1"	"Complete Genome"	"NC_017651.1"	"2011/11/03"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603903"	"GCA_000233895.1"	"Complete Genome"	"NC_017652.1"	"2011/11/03"	"2017/02/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603904"	"GCA_000257275.1"	"Complete Genome"	"CP002291.1"	"2012/04/02"	"2014/01/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603905"	"GCA_000204665.1"	"Complete Genome"	"NC_017347.1"	"2011/04/19"	"2017/03/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603906"	"GCA_000209655.1"	"Complete Genome"	"NC_015458.1"	"2011/04/26"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603907"	"GCA_000410515.1"	"Complete Genome"	"NC_021500.1"	"2013/06/11"	"2018/06/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603908"	"GCA_000016185.1"	"Complete Genome"	"NC_011420.2"	"2008/10/24"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603909"	"GCA_000412775.1"	"Complete Genome"	"NC_021554.1"	"2013/06/20"	"2017/03/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603910"	"GCA_000013785.1"	"Complete Genome"	"NC_009434.1"	"2007/04/20"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603911"	"GCA_000293765.1"	"Complete Genome"	"NC_018520.1"	"2012/08/28"	"2017/06/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603912"	"GCA_000018045.1"	"Complete Genome"	"NC_009792.1"	"2007/09/11"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603913"	"GCA_000017665.1"	"Complete Genome"	"NC_009778.1"	"2007/08/28"	"2017/03/30"	5797320	"WGS of Cronobacter sakazakii : Clinical"	"ILLUMINA"	"Illumina MiSeq"	"SRP049009"	"Cronobacter sakazakii ATCC BAA-894"	"290339"	"PRJNA258403"	"2018/06/26"	"2018/06/26"	"1"	"SRR7439201"	"151810608"	"true"
"SAMN02603914"	"GCA_000418305.1"	"Complete Genome"	"NC_021661.1"	"2013/07/05"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603915"	"GCA_000020585.3"	"Complete Genome"	"NC_011138.3"	"2008/08/14"	"2017/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603916"	"GCA_000024125.1"	"Complete Genome"	"NC_013222.1"	"2009/09/11"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603917"	"GCA_000015705.1"	"Complete Genome"	"CP000554.1"	"2007/01/22"	"2014/01/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603918"	"GCA_000152825.2"	"Complete Genome"	"NC_014414.1"	"2010/08/16"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603919"	"GCA_000153485.2"	"Complete Genome"	"NC_018721.1"	"2012/10/09"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603920"	"GCA_000152945.2"	"Complete Genome"	"NC_020830.1"	"2013/03/29"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603921"	"GCA_000015645.1"	"Complete Genome"	"NC_008816.1"	"2007/01/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603922"	"GCA_000196315.1"	"Complete Genome"	"NC_014230.1"	"2010/06/09"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603923"	"GCA_000153165.2"	"Complete Genome"	"NC_014472.1"	"2010/08/24"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603924"	"GCA_000015665.1"	"Complete Genome"	"NC_008817.1"	"2007/01/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603925"	"GCA_000211295.1"	"Complete Genome"	"NC_017519.1"	"2011/04/27"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603926"	"GCA_000264455.2"	"Complete Genome"	"NC_017956.1"	"2012/05/25"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603927"	"GCA_000020945.1"	"Complete Genome"	"NC_011295.1"	"2008/09/26"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603928"	"GCA_000020965.1"	"Complete Genome"	"NC_011297.1"	"2008/09/26"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603929"	"GCA_000020985.1"	"Complete Genome"	"NC_011296.1"	"2008/09/26"	"2016/08/03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603930"	"GCA_000022505.1"	"Complete Genome"	"NC_012472.1"	"2009/03/30"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603931"	"GCA_000021445.1"	"Complete Genome"	"NC_012581.1"	"2009/04/20"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603932"	"GCA_000022865.1"	"Complete Genome"	"NC_012659.1"	"2009/05/01"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603933"	"GCA_000019245.3"	"Complete Genome"	"NZ_CP001084.1"	"2010/07/12"	"2015/03/01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603934"	"GCA_000092765.1"	"Complete Genome"	"NC_017217.1"	"2010/05/05"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603935"	"GCA_000397165.1"	"Complete Genome"	"NC_021235.1"	"2013/05/16"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603936"	"GCA_000392485.2"	"Complete Genome"	"NZ_CP005942.1"	"2013/05/14"	"2015/02/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603937"	"GCA_000182835.1"	"Complete Genome"	"NC_014727.1"	"2010/11/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603938"	"GCA_000182875.1"	"Complete Genome"	"NC_017563.1"	"2010/11/19"	"2017/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603939"	"GCA_000189515.1"	"Complete Genome"	"NC_017467.1"	"2011/02/16"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603940"	"GCA_000204115.1"	"Complete Genome"	"NC_015424.1"	"2011/04/13"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603941"	"GCA_000016305.1"	"Complete Genome"	"NC_009648.1"	"2007/07/05"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603942"	"GCA_000022885.2"	"Complete Genome"	"NC_012779.2"	"2009/06/04"	"2017/04/08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603943"	"GCA_000020765.1"	"Complete Genome"	"NC_011134.1"	"2008/08/11"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603944"	"GCA_000250905.1"	"Complete Genome"	"NC_017040.1"	"2012/03/01"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603945"	"GCA_000250925.1"	"Complete Genome"	"NC_017053.1"	"2012/03/01"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603946"	"GCA_000397185.1"	"Complete Genome"	"NC_021236.1"	"2013/05/16"	"2017/04/08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603947"	"GCA_000022525.1"	"Complete Genome"	"NC_013009.1"	"2009/07/23"	"2017/04/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603948"	"GCA_000477435.1"	"Complete Genome"	"NC_022576.1"	"2013/10/21"	"2017/04/09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603949"	"GCA_000258405.1"	"Complete Genome"	"NC_017464.1"	"2012/04/10"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603950"	"GCA_000226295.1"	"Complete Genome"	"NC_016024.1"	"2011/09/23"	"2017/04/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603951"	"GCA_000018705.1"	"Complete Genome"	"NC_010102.1"	"2007/11/30"	"2017/02/26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603952"	"GCA_000496265.1"	"Complete Genome"	"NC_022780.1"	"2013/11/08"	"2017/04/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603953"	"GCA_000299965.1"	"Complete Genome"	"NC_018697.1"	"2012/09/28"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603954"	"GCA_000184205.1"	"Complete Genome"	"NC_017281.1"	"2010/12/14"	"2017/03/15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603955"	"GCA_000184325.1"	"Complete Genome"	"NC_016602.1"	"2010/12/17"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603956"	"GCA_000021025.1"	"Complete Genome"	"NC_012559.1"	"2009/04/14"	"2017/04/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603957"	"GCA_000025085.1"	"Complete Genome"	"NC_013893.1"	"2010/02/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603958"	"GCA_000185885.1"	"Complete Genome"	"NC_014925.1"	"2011/01/07"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603959"	"GCA_000286275.1"	"Complete Genome"	"NC_018405.1"	"2012/08/10"	"2017/03/23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603960"	"GCA_000017705.1"	"Complete Genome"	"NC_009783.1"	"2007/08/28"	"2017/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603961"	"GCA_000300005.1"	"Complete Genome"	"NC_018691.1"	"2012/09/28"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603962"	"GCA_000262655.1"	"Complete Genome"	"CP003419.1"	"2012/05/14"	"2014/01/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603963"	"GCA_000404145.1"	"Complete Genome"	"NC_021351.1"	"2013/06/03"	"2017/04/01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603964"	"GCA_000404185.1"	"Complete Genome"	"NC_021352.1"	"2013/06/03"	"2017/04/01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603965"	"GCA_000214785.1"	"Complete Genome"	"NC_015602.1"	"2011/05/25"	"2017/04/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603966"	"GCA_000008685.2"	"Complete Genome"	"NC_001318.1"	"1997/12/17"	"2018/07/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603967"	"GCA_000008185.1"	"Complete Genome"	"NC_002967.9"	"2002/02/14"	"2016/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603968"	"GCA_000008325.1"	"Complete Genome"	"NC_002977.6"	"2001/06/25"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603969"	"GCA_000006745.1"	"Complete Genome"	"NC_002505.1"	"2000/06/14"	"2016/08/03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603970"	"GCA_000007765.2"	"Complete Genome"	"NC_002971.4"	"2001/08/28"	"2017/10/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603971"	"GCA_000146505.1"	"Complete Genome"	"NC_017448.1"	"2010/08/06"	"2017/10/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603972"	"GCA_000015345.1"	"Complete Genome"	"NC_009446.1"	"2007/05/04"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603973"	"GCA_000195755.1"	"Complete Genome"	"NC_002937.3"	"2001/10/03"	"2016/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603974"	"GCA_000021485.1"	"Complete Genome"	"NC_011761.1"	"2008/12/19"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603975"	"GCA_000011925.1"	"Complete Genome"	"NC_002976.3"	"2002/01/09"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603976"	"GCA_000008565.1"	"Complete Genome"	"NC_001263.1"	"1999/11/02"	"2016/08/03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603977"	"GCA_000017005.1"	"Complete Genome"	"NC_009785.1"	"2007/09/11"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603978"	"GCA_000007785.1"	"Complete Genome"	"NC_004668.1"	"2003/03/28"	"2018/08/14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603979"	"GCA_000008005.1"	"Complete Genome"	"NC_003909.8"	"2002/04/10"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921752	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429857"	"1435649848"	"true"
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921753	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429858"	"1243072811"	"true"
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921756	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429861"	"963012656"	"true"
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921757	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429862"	"1345805075"	"true"
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921759	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429864"	"1213410185"	"true"
"SAMN02603980"	"GCA_000008285.1"	"Complete Genome"	"NC_002973.6"	"2001/08/28"	"2017/02/26"	3921760	"Other Sequencing of Listeria monocytogenes serotype 4b str. F2365"	"ION_TORRENT"	"Ion Torrent PGM"	"SRP103322"	"Listeria monocytogenes serotype 4b str. F2365"	"265669"	"PRJNA382175"	"2018/05/07"	"2017/04/07"	"1"	"SRR5429865"	"1652635574"	"true"
